Code,Description,UID,#ISIC,PARENT #ISIC,Level No.,Level Description,Sections,Division,Group,Class,Used For Concordance ,"Matches to 
Concordance NACE","Matches to 
Concordance
(NAICS to ISIC)","Matches to 
Concordance
(ISIC to NAICS)","Matches to 
Concordance
(ISIC to NACE)","Not in
Concordance
(ISIC to NAICS)","Matches to 
Concordance
(ANZSIC)",Matched to NETVIEW,"Matches to 
Concordance
(ISIC to NACE)","Matches to 
Concordance
(ISIC to NAICS)","Matches to 
Concordance
(ISIC to ANZSIC)",
1313,Finishing of textiles,F1.0123,ISIC-1313,ISIC-131,4,Class,C,13,131,1313,Yes,1,5,5,1,,2,8,NACE-13.30,NAICS-313310;  NAICS-313320;  NAICS-314999;  NAICS-323113;  NAICS-561990,ANZSIC-1334;  ANZSIC-1611,
139,Manufacture of other textiles,F1.0124,ISIC-139,ISIC-13,3,Group,C,13,139,0000,Yes,1,0,0,1,Yes,0,1,NACE-13.9,,,
1391,Manufacture of knitted and crocheted fabrics,F1.0125,ISIC-1391,ISIC-139,4,Class,C,13,139,1391,Yes,1,1,1,1,,1,3,NACE-13.91,NAICS-313240,ANZSIC-1340,
1392,"Manufacture of made-up textile articles, except apparel",F1.0126,ISIC-1392,ISIC-139,4,Class,C,13,139,1392,Yes,1,5,5,1,,3,9,NACE-13.92,NAICS-314120;  NAICS-314910;  NAICS-314999;  NAICS-336360;  NAICS-337920,ANZSIC-1333;  ANZSIC-1334;  ANZSIC-1340,
1393,Manufacture of carpets and rugs,F1.0127,ISIC-1393,ISIC-139,4,Class,C,13,139,1393,Yes,1,2,2,1,,1,4,NACE-13.93,NAICS-314110;  NAICS-314999,ANZSIC-1331,
1394,"Manufacture of cordage, rope, twine and netting",F1.0128,ISIC-1394,ISIC-139,4,Class,C,13,139,1394,Yes,1,2,2,1,,1,4,NACE-13.94,NAICS-314994;  NAICS-314999,ANZSIC-1332,
1399,Manufacture of other textiles n.e.c.,F1.0129,ISIC-1399,ISIC-139,4,Class,C,13,139,1399,Yes,3,11,11,3,,4,18,NACE-13.95;  NACE-13.96;  NACE-13.99,NAICS-313220;  NAICS-313230;  NAICS-313240;  NAICS-314994;  NAICS-314999;  NAICS-315990;  NAICS-322220;  NAICS-335129;  NAICS-336360;  NAICS-339940;  NAICS-339991,ANZSIC-1313;  ANZSIC-1333;  ANZSIC-1334;  ANZSIC-1351,
14,Manufacture of wearing apparel,F1.0130,ISIC-14,ISIC-C,2,Division,C,14,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-14,,,
141,"Manufacture of wearing apparel, except fur apparel",F1.0131,ISIC-141,ISIC-14,3,Group,C,14,141,0000,Yes,1,0,0,1,Yes,0,1,NACE-14.1,,,
1410,"Manufacture of wearing apparel, except fur apparel",F1.0132,ISIC-1410,ISIC-141,4,Class,C,14,141,1410,Yes,5,8,8,5,,3,16,NACE-14.11;  NACE-14.12;  NACE-14.13;  NACE-14.14;  NACE-14.19,NAICS-314999;  NAICS-315210;  NAICS-315220;  NAICS-315240;  NAICS-315280;  NAICS-315990;  NAICS-316998;  NAICS-339999,ANZSIC-1340;  ANZSIC-1351;  ANZSIC-1919,
142,Manufacture of articles of fur,F1.0133,ISIC-142,ISIC-14,3,Group,C,14,142,0000,Yes,1,0,0,1,Yes,0,1,NACE-14.2,,,
1420,Manufacture of articles of fur,F1.0134,ISIC-1420,ISIC-142,4,Class,C,14,142,1420,Yes,1,6,6,1,,2,9,NACE-14.20,NAICS-313210;  NAICS-313240;  NAICS-315210;  NAICS-315240;  NAICS-315280;  NAICS-315990,ANZSIC-1320;  ANZSIC-1351,
143,Manufacture of knitted and crocheted apparel,F1.0135,ISIC-143,ISIC-14,3,Group,C,14,143,0000,Yes,1,0,0,1,Yes,0,1,NACE-14.3,,,
1430,Manufacture of knitted and crocheted apparel,F1.0136,ISIC-1430,ISIC-143,4,Class,C,14,143,1430,Yes,2,2,2,2,,1,5,NACE-14.31;  NACE-14.39,NAICS-315110;  NAICS-315190,ANZSIC-1340,
15,Manufacture of leather and related products,F1.0137,ISIC-15,ISIC-C,2,Division,C,15,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-15,,,
151,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery and harness; dressing and dyeing of fur",F1.0138,ISIC-151,ISIC-15,3,Group,C,15,151,0000,Yes,1,0,0,1,Yes,0,1,NACE-15.1,,,
1511,Tanning and dressing of leather; dressing and dyeing of fur,F1.0139,ISIC-1511,ISIC-151,4,Class,C,15,151,1511,Yes,1,1,1,1,,1,3,NACE-15.11,NAICS-316110,ANZSIC-1320,
1512,"Manufacture of luggage, handbags and the like, saddlery and harness",F1.0140,ISIC-1512,ISIC-151,4,Class,C,15,151,1512,Yes,1,4,4,1,,1,6,NACE-15.12,NAICS-314910;  NAICS-316992;  NAICS-316998;  NAICS-339991,ANZSIC-1320,
152,Manufacture of footwear,F1.0141,ISIC-152,ISIC-15,3,Group,C,15,152,0000,Yes,1,0,0,1,Yes,0,1,NACE-15.2,,,
1520,Manufacture of footwear,F1.0142,ISIC-1520,ISIC-152,4,Class,C,15,152,1520,Yes,1,2,2,1,,1,4,NACE-15.20,NAICS-316210;  NAICS-316998,ANZSIC-1352,
16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",F1.0143,ISIC-16,ISIC-C,2,Division,C,16,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-16,,,
161,Sawmilling and planing of wood,F1.0144,ISIC-161,ISIC-16,3,Group,C,16,161,0000,Yes,1,0,0,1,Yes,0,1,NACE-16.1,,,
1610,Sawmilling and planing of wood,F1.0145,ISIC-1610,ISIC-161,4,Class,C,16,161,1610,Yes,1,6,6,1,,3,10,NACE-16.10,NAICS-113310;  NAICS-321113;  NAICS-321114;  NAICS-321912;  NAICS-321918;  NAICS-321999,ANZSIC-1411;  ANZSIC-1412;  ANZSIC-1413,
162,"Manufacture of products of wood, cork, straw and plaiting materials",F1.0146,ISIC-162,ISIC-16,3,Group,C,16,162,0000,Yes,1,0,0,1,Yes,0,1,NACE-16.2,,,
1621,Manufacture of veneer sheets and wood-based panels,F1.0147,ISIC-1621,ISIC-162,4,Class,C,16,162,1621,Yes,1,4,4,1,,2,7,NACE-16.21,NAICS-321211;  NAICS-321212;  NAICS-321213;  NAICS-321219,ANZSIC-1493;  ANZSIC-1494,
1622,Manufacture of builders' carpentry and joinery,F1.0148,ISIC-1622,ISIC-162,4,Class,C,16,162,1622,Yes,2,9,9,2,,3,14,NACE-16.22;  NACE-16.23,NAICS-321113;  NAICS-321213;  NAICS-321214;  NAICS-321911;  NAICS-321912;  NAICS-321918;  NAICS-321991;  NAICS-321992;  NAICS-337215,ANZSIC-1413;  ANZSIC-1491;  ANZSIC-1492,
1623,Manufacture of wooden containers,F1.0149,ISIC-1623,ISIC-162,4,Class,C,16,162,1623,Yes,1,2,2,1,,1,4,NACE-16.24,NAICS-321920;  NAICS-321999,ANZSIC-1499,
1629,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",F1.0150,ISIC-1629,ISIC-162,4,Class,C,16,162,1629,Yes,1,9,9,1,,3,13,NACE-16.29,NAICS-321912;  NAICS-321920;  NAICS-321999;  NAICS-324199;  NAICS-337920;  NAICS-339940;  NAICS-339950;  NAICS-339991;  NAICS-339999,ANZSIC-1352;  ANZSIC-1499;  ANZSIC-2599,
17,Manufacture of paper and paper products,F1.0151,ISIC-17,ISIC-C,2,Division,C,17,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-17,,,
170,Manufacture of paper and paper products,F1.0152,ISIC-170,ISIC-17,3,Group,C,17,170,0000,Yes,2,0,0,2,Yes,0,2,NACE-17.1;  NACE-17.2,,,
1701,"Manufacture of pulp, paper and paperboard",F1.0153,ISIC-1701,ISIC-170,4,Class,C,17,170,1701,Yes,2,7,7,2,,2,11,NACE-17.11;  NACE-17.12,NAICS-322110;  NAICS-322121;  NAICS-322122;  NAICS-322130;  NAICS-322220;  NAICS-322299;  NAICS-339940,ANZSIC-1510;  ANZSIC-2599,
1702,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,F1.0154,ISIC-1702,ISIC-170,4,Class,C,17,170,1702,Yes,1,7,7,1,,2,10,NACE-17.21,NAICS-322121;  NAICS-322130;  NAICS-322211;  NAICS-322212;  NAICS-322219;  NAICS-322220;  NAICS-322299,ANZSIC-1521;  ANZSIC-1522,
1709,Manufacture of other articles of paper and paperboard,F1.0155,ISIC-1709,ISIC-170,4,Class,C,17,170,1709,Yes,4,11,11,4,,5,20,NACE-17.22;  NACE-17.23;  NACE-17.24;  NACE-17.29,NAICS-322121;  NAICS-322130;  NAICS-322219;  NAICS-322220;  NAICS-322230;  NAICS-322291;  NAICS-322299;  NAICS-323111;  NAICS-332992;  NAICS-339940;  NAICS-339991,ANZSIC-1334;  ANZSIC-1523;  ANZSIC-1524;  ANZSIC-1529;  ANZSIC-2090,
18,Printing and reproduction of recorded media,F1.0156,ISIC-18,ISIC-C,2,Division,C,18,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-18,,,
181,Printing and service activities related to printing,F1.0157,ISIC-181,ISIC-18,3,Group,C,18,181,0000,Yes,1,0,0,1,Yes,0,1,NACE-18.1,,,
1811,Printing,F1.0158,ISIC-1811,ISIC-181,4,Class,C,18,181,1811,Yes,2,4,4,2,,1,7,NACE-18.11;  NACE-18.12,NAICS-323111;  NAICS-323113;  NAICS-323117;  NAICS-339950,ANZSIC-1611,
1812,Service activities related to printing,F1.0159,ISIC-1812,ISIC-181,4,Class,C,18,181,1812,Yes,2,1,1,2,,1,4,NACE-18.13;  NACE-18.14,NAICS-323120,ANZSIC-1612,
182,Reproduction of recorded media,F1.0160,ISIC-182,ISIC-18,3,Group,C,18,182,0000,Yes,1,0,0,1,Yes,0,1,NACE-18.2,,,
1820,Reproduction of recorded media,F1.0161,ISIC-1820,ISIC-182,4,Class,C,18,182,1820,Yes,1,1,1,1,,1,3,NACE-18.20,NAICS-334614,ANZSIC-1620,
19,Manufacture of coke and refined petroleum products,F1.0162,ISIC-19,ISIC-C,2,Division,C,19,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-19,,,
191,Manufacture of coke oven products,F1.0163,ISIC-191,ISIC-19,3,Group,C,19,191,0000,Yes,1,0,0,1,Yes,0,1,NACE-19.1,,,
1910,Manufacture of coke oven products,F1.0164,ISIC-1910,ISIC-191,4,Class,C,19,191,1910,Yes,1,2,2,1,,3,6,NACE-19.10,NAICS-324199;  NAICS-325194,ANZSIC-1709;  ANZSIC-1811;  ANZSIC-1812,
192,Manufacture of refined petroleum products,F1.0165,ISIC-192,ISIC-19,3,Group,C,19,192,0000,Yes,1,0,0,1,Yes,0,1,NACE-19.2,,,
1920,Manufacture of refined petroleum products,F1.0166,ISIC-1920,ISIC-192,4,Class,C,19,192,1920,Yes,1,4,4,1,,3,8,NACE-19.20,NAICS-324110;  NAICS-324191;  NAICS-324199;  NAICS-325110,ANZSIC-1701;  ANZSIC-1709;  ANZSIC-1811,
20,Manufacture of chemicals and chemical products,F1.0167,ISIC-20,ISIC-C,2,Division,C,20,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-20,,,
201,"Manufacture of basic chemicals, fertilizers and nitrogen compounds, plastics and synthetic rubber in primary forms",F1.0168,ISIC-201,ISIC-20,3,Group,C,20,201,0000,Yes,1,0,0,1,Yes,0,1,NACE-20.1,,,
2011,Manufacture of basic chemicals,F1.0169,ISIC-2011,ISIC-201,4,Class,C,20,201,2011,Yes,4,11,11,4,,8,23,NACE-20.11;  NACE-20.12;  NACE-20.13;  NACE-20.14,NAICS-312140;  NAICS-325110;  NAICS-325120;  NAICS-325130;  NAICS-325180;  NAICS-325193;  NAICS-325194;  NAICS-325199;  NAICS-325312;  NAICS-325612;  NAICS-325998,ANZSIC-1709;  ANZSIC-1811;  ANZSIC-1812;  ANZSIC-1813;  ANZSIC-1891;  ANZSIC-1892;  ANZSIC-1899;  ANZSIC-1916,
2012,Manufacture of fertilizers and nitrogen compounds,F1.0170,ISIC-2012,ISIC-201,4,Class,C,20,201,2012,Yes,1,4,4,1,,3,8,NACE-20.15,NAICS-325180;  NAICS-325311;  NAICS-325312;  NAICS-325314,ANZSIC-1813;  ANZSIC-1831;  ANZSIC-1892,
2013,Manufacture of plastics and synthetic rubber in primary forms,F1.0171,ISIC-2013,ISIC-201,4,Class,C,20,201,2013,Yes,2,3,3,2,,2,7,NACE-20.16;  NACE-20.17,NAICS-325211;  NAICS-325212;  NAICS-325991,ANZSIC-1821;  ANZSIC-1829,
202,Manufacture of other chemical products,F1.0172,ISIC-202,ISIC-20,3,Group,C,20,202,0000,Yes,4,0,0,4,Yes,0,4,NACE-20.2;  NACE-20.3;  NACE-20.4;  NACE-20.5,,,
2021,Manufacture of pesticides and other agrochemical products,F1.0173,ISIC-2021,ISIC-202,4,Class,C,20,202,2021,Yes,1,2,2,1,,1,4,NACE-20.20,NAICS-325320;  NAICS-325612,ANZSIC-1832,
2022,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",F1.0174,ISIC-2022,ISIC-202,4,Class,C,20,202,2022,Yes,1,6,6,1,,1,8,NACE-20.30,NAICS-325194;  NAICS-325510;  NAICS-325520;  NAICS-325910;  NAICS-325998;  NAICS-339940,ANZSIC-1916,
2023,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",F1.0175,ISIC-2023,ISIC-202,4,Class,C,20,202,2023,Yes,2,7,7,2,,4,13,NACE-20.41;  NACE-20.42,NAICS-325611;  NAICS-325612;  NAICS-325613;  NAICS-325620;  NAICS-325998;  NAICS-332999;  NAICS-339999,ANZSIC-1311;  ANZSIC-1851;  ANZSIC-1852;  ANZSIC-2412,
2029,Manufacture of other chemical products n.e.c.,F1.0176,ISIC-2029,ISIC-202,4,Class,C,20,202,2029,Yes,4,10,10,4,,6,20,NACE-20.51;  NACE-20.52;  NACE-20.53;  NACE-20.59,NAICS-325199;  NAICS-325413;  NAICS-325520;  NAICS-325612;  NAICS-325613;  NAICS-325920;  NAICS-325992;  NAICS-325998;  NAICS-332992;  NAICS-332993,ANZSIC-1709;  ANZSIC-1891;  ANZSIC-1892;  ANZSIC-1899;  ANZSIC-1915;  ANZSIC-1916,
203,Manufacture of man-made fibres,F1.0177,ISIC-203,ISIC-20,3,Group,C,20,203,0000,Yes,1,0,0,1,Yes,0,1,NACE-20.6,,,
2030,Manufacture of man-made fibres,F1.0178,ISIC-2030,ISIC-203,4,Class,C,20,203,2030,Yes,1,1,1,1,,1,3,NACE-20.60,NAICS-325220,ANZSIC-1829,
21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,F1.0179,ISIC-21,ISIC-C,2,Division,C,21,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-21,,,
210,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",F1.0180,ISIC-210,ISIC-21,3,Group,C,21,210,0000,Yes,2,0,0,2,Yes,0,2,NACE-21.1;  NACE-21.2,,,
2100,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",F1.0181,ISIC-2100,ISIC-210,4,Class,C,21,210,2100,Yes,2,6,6,2,,4,12,NACE-21.10;  NACE-21.20,NAICS-325199;  NAICS-325411;  NAICS-325412;  NAICS-325413;  NAICS-325414;  NAICS-339113,ANZSIC-1334;  ANZSIC-1813;  ANZSIC-1841;  ANZSIC-1842,
22,Manufacture of rubber and plastics products,F1.0182,ISIC-22,ISIC-C,2,Division,C,22,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-22,,,
221,Manufacture of rubber products,F1.0183,ISIC-221,ISIC-22,3,Group,C,22,221,0000,Yes,1,0,0,1,Yes,0,1,NACE-22.1,,,
2211,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres,F1.0184,ISIC-2211,ISIC-221,4,Class,C,22,221,2211,Yes,1,2,2,1,,1,4,NACE-22.11,NAICS-326211;  NAICS-326212,ANZSIC-1914,
2219,Manufacture of other rubber products,F1.0185,ISIC-2219,ISIC-221,4,Class,C,22,221,2219,Yes,1,9,9,1,,6,16,NACE-22.19,NAICS-313320;  NAICS-315990;  NAICS-326211;  NAICS-326220;  NAICS-326291;  NAICS-326299;  NAICS-337910;  NAICS-339920;  NAICS-339991,ANZSIC-1351;  ANZSIC-1352;  ANZSIC-1919;  ANZSIC-1920;  ANZSIC-2513;  ANZSIC-2599,
222,Manufacture of plastics products,F1.0186,ISIC-222,ISIC-22,3,Group,C,22,222,0000,Yes,1,0,0,1,Yes,0,1,NACE-22.2,,,
2220,Manufacture of plastics products,F1.0187,ISIC-2220,ISIC-222,4,Class,C,22,222,2220,Yes,4,25,25,4,,7,36,NACE-22.21;  NACE-22.22;  NACE-22.23;  NACE-22.29,NAICS-314120;  NAICS-314910;  NAICS-321999;  NAICS-322220;  NAICS-325220;  NAICS-326111;  NAICS-326112;  NAICS-326113;  NAICS-326121;  NAICS-326122;  NAICS-326130;  NAICS-326140;  NAICS-326150;  NAICS-326160;  NAICS-326191;  NAICS-326199;  NAICS-326220;  NAICS-332913;  NAICS-336360;  NAICS-337215;  NAICS-337910;  NAICS-337920;  NAICS-339950;  NAICS-339991;  NAICS-339999,ANZSIC-1351;  ANZSIC-1352;  ANZSIC-1911;  ANZSIC-1912;  ANZSIC-1913;  ANZSIC-1919;  ANZSIC-2599,
23,Manufacture of other non-metallic mineral products,F1.0188,ISIC-23,ISIC-C,2,Division,C,23,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-23,,,
231,Manufacture of glass and glass products,F1.0189,ISIC-231,ISIC-23,3,Group,C,23,231,0000,Yes,1,0,0,1,Yes,0,1,NACE-23.1,,,
2310,Manufacture of glass and glass products,F1.0190,ISIC-2310,ISIC-231,4,Class,C,23,231,2310,Yes,5,5,5,5,,2,12,NACE-23.11;  NACE-23.12;  NACE-23.13;  NACE-23.14;  NACE-23.19,NAICS-327211;  NAICS-327212;  NAICS-327213;  NAICS-327215;  NAICS-327993,ANZSIC-2010;  ANZSIC-2090,
239,Manufacture of non-metallic mineral products n.e.c.,F1.0191,ISIC-239,ISIC-23,3,Group,C,23,239,0000,Yes,7,0,0,7,Yes,0,7,NACE-23.2;  NACE-23.3;  NACE-23.4;  NACE-23.5;  NACE-23.6;  NACE-23.7;  NACE-23.9,,,
2391,Manufacture of refractory products,F1.0192,ISIC-2391,ISIC-239,4,Class,C,23,239,2391,Yes,1,1,1,1,,1,3,NACE-23.20,NAICS-327120,ANZSIC-2029,
2392,Manufacture of clay building materials,F1.0193,ISIC-2392,ISIC-239,4,Class,C,23,239,2392,Yes,2,2,2,2,,2,6,NACE-23.31;  NACE-23.32,NAICS-327110;  NAICS-327120,ANZSIC-2021;  ANZSIC-2029,
2393,Manufacture of other porcelain and ceramic products,F1.0194,ISIC-2393,ISIC-239,4,Class,C,23,239,2393,Yes,5,1,1,5,,1,7,NACE-23.41;  NACE-23.42;  NACE-23.43;  NACE-23.44;  NACE-23.49,NAICS-327110,ANZSIC-2029,
2394,"Manufacture of cement, lime and plaster",F1.0195,ISIC-2394,ISIC-239,4,Class,C,23,239,2394,Yes,2,3,3,2,,2,7,NACE-23.51;  NACE-23.52,NAICS-327310;  NAICS-327410;  NAICS-327420,ANZSIC-2031;  ANZSIC-2032,
2395,"Manufacture of articles of concrete, cement and plaster",F1.0196,ISIC-2395,ISIC-239,4,Class,C,23,239,2395,Yes,6,7,7,6,,4,17,NACE-23.61;  NACE-23.62;  NACE-23.63;  NACE-23.64;  NACE-23.65;  NACE-23.69,NAICS-327120;  NAICS-327320;  NAICS-327331;  NAICS-327332;  NAICS-327390;  NAICS-327420;  NAICS-327999,ANZSIC-2032;  ANZSIC-2033;  ANZSIC-2034;  ANZSIC-2090,
2396,"Cutting, shaping and finishing of stone",F1.0197,ISIC-2396,ISIC-239,4,Class,C,23,239,2396,Yes,1,2,2,1,,1,4,NACE-23.70,NAICS-327991;  NAICS-453998,ANZSIC-2090,
2399,Manufacture of other non-metallic mineral products n.e.c.,F1.0198,ISIC-2399,ISIC-239,4,Class,C,23,239,2399,Yes,2,12,12,2,,2,16,NACE-23.91;  NACE-23.99,NAICS-322121;  NAICS-324121;  NAICS-324122;  NAICS-325998;  NAICS-327910;  NAICS-327992;  NAICS-327993;  NAICS-327999;  NAICS-335991;  NAICS-336340;  NAICS-336350;  NAICS-339991,ANZSIC-1709;  ANZSIC-2090,
24,Manufacture of basic metals,F1.0199,ISIC-24,ISIC-C,2,Division,C,24,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-24,,,
241,Manufacture of basic iron and steel,F1.0200,ISIC-241,ISIC-24,3,Group,C,24,241,0000,Yes,3,0,0,3,Yes,0,3,NACE-24.1;  NACE-24.2;  NACE-24.3,,,
2410,Manufacture of basic iron and steel,F1.0201,ISIC-2410,ISIC-241,4,Class,C,24,241,2410,Yes,6,6,6,6,,3,15,NACE-24.10;  NACE-24.20;  NACE-24.31;  NACE-24.32;  NACE-24.33;  NACE-24.34,NAICS-331110;  NAICS-331221;  NAICS-331222;  NAICS-332912;  NAICS-332919;  NAICS-332996,ANZSIC-2110;  ANZSIC-2121;  ANZSIC-2122,
242,Manufacture of basic precious and other non-ferrous metals,F1.0202,ISIC-242,ISIC-24,3,Group,C,24,242,0000,Yes,1,0,0,1,Yes,0,1,NACE-24.4,,,
2420,Manufacture of basic precious and other non-ferrous metals,F1.0203,ISIC-2420,ISIC-242,4,Class,C,24,242,2420,Yes,6,13,13,6,,6,25,NACE-24.41;  NACE-24.42;  NACE-24.43;  NACE-24.44;  NACE-24.45;  NACE-24.46,NAICS-322220;  NAICS-331313;  NAICS-331314;  NAICS-331315;  NAICS-331318;  NAICS-331410;  NAICS-331420;  NAICS-331491;  NAICS-331492;  NAICS-332912;  NAICS-332913;  NAICS-332996;  NAICS-332999,ANZSIC-2131;  ANZSIC-2132;  ANZSIC-2133;  ANZSIC-2139;  ANZSIC-2142;  ANZSIC-2149,
243,Casting of metals,F1.0204,ISIC-243,ISIC-24,3,Group,C,24,243,0000,Yes,1,0,0,1,Yes,0,1,NACE-24.5,,,
2431,Casting of iron and steel,F1.0205,ISIC-2431,ISIC-243,4,Class,C,24,243,2431,Yes,2,4,4,2,,1,7,NACE-24.51;  NACE-24.52,NAICS-331210;  NAICS-331511;  NAICS-331512;  NAICS-331513,ANZSIC-2121,
2432,Casting of non-ferrous metals,F1.0206,ISIC-2432,ISIC-243,4,Class,C,24,243,2432,Yes,2,3,3,2,,1,6,NACE-24.53;  NACE-24.54,NAICS-331523;  NAICS-331524;  NAICS-331529,ANZSIC-2141,
25,"Manufacture of fabricated metal products, except machinery and equipment",F1.0207,ISIC-25,ISIC-C,2,Division,C,25,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-25,,,
251,"Manufacture of structural metal products, tanks, reservoirs and steam generators",F1.0208,ISIC-251,ISIC-25,3,Group,C,25,251,0000,Yes,3,0,0,3,Yes,0,3,NACE-25.1;  NACE-25.2;  NACE-25.3,,,
2511,Manufacture of structural metal products,F1.0209,ISIC-2511,ISIC-251,4,Class,C,25,251,2511,Yes,2,7,7,2,,7,16,NACE-25.11;  NACE-25.12,NAICS-332311;  NAICS-332312;  NAICS-332313;  NAICS-332321;  NAICS-332322;  NAICS-332323;  NAICS-337215,ANZSIC-2221;  ANZSIC-2222;  ANZSIC-2223;  ANZSIC-2224;  ANZSIC-2229;  ANZSIC-2240;  ANZSIC-2299,
2512,"Manufacture of tanks, reservoirs and containers of metal",F1.0210,ISIC-2512,ISIC-251,4,Class,C,25,251,2512,Yes,2,4,4,2,,1,7,NACE-25.21;  NACE-25.29,NAICS-332313;  NAICS-332420;  NAICS-332439;  NAICS-333414,ANZSIC-2231,
2513,"Manufacture of steam generators, except central heating hot water boilers",F1.0211,ISIC-2513,ISIC-251,4,Class,C,25,251,2513,Yes,1,2,2,1,,2,5,NACE-25.30,NAICS-332313;  NAICS-332410,ANZSIC-2231;  ANZSIC-2499,
252,Manufacture of weapons and ammunition,F1.0212,ISIC-252,ISIC-25,3,Group,C,25,252,0000,Yes,1,0,0,1,Yes,0,1,NACE-25.4,,,
2520,Manufacture of weapons and ammunition,F1.0213,ISIC-2520,ISIC-252,4,Class,C,25,252,2520,Yes,1,3,3,1,,1,5,NACE-25.40,NAICS-332992;  NAICS-332993;  NAICS-332994,ANZSIC-2299,
259,Manufacture of other fabricated metal products; metalworking service activities,F1.0214,ISIC-259,ISIC-25,3,Group,C,25,259,0000,Yes,4,0,0,4,Yes,0,4,NACE-25.5;  NACE-25.6;  NACE-25.7;  NACE-25.9,,,
2591,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",F1.0215,ISIC-2591,ISIC-259,4,Class,C,25,259,2591,Yes,1,6,6,1,,4,11,NACE-25.50,NAICS-332111;  NAICS-332112;  NAICS-332114;  NAICS-332117;  NAICS-332119;  NAICS-336370,ANZSIC-2142;  ANZSIC-2149;  ANZSIC-2210;  ANZSIC-2240,
2592,Treatment and coating of metals; machining,F1.0216,ISIC-2592,ISIC-259,4,Class,C,25,259,2592,Yes,2,5,5,2,,1,8,NACE-25.61;  NACE-25.62,NAICS-332710;  NAICS-332811;  NAICS-332812;  NAICS-332813;  NAICS-339910,ANZSIC-2293,
2593,"Manufacture of cutlery, hand tools and general hardware",F1.0217,ISIC-2593,ISIC-259,4,Class,C,25,259,2593,Yes,3,10,10,3,,4,17,NACE-25.71;  NACE-25.72;  NACE-25.73,NAICS-332215;  NAICS-332216;  NAICS-332510;  NAICS-332999;  NAICS-333120;  NAICS-333131;  NAICS-333511;  NAICS-333514;  NAICS-333515;  NAICS-337920,ANZSIC-2299;  ANZSIC-2412;  ANZSIC-2463;  ANZSIC-2469,
2599,Manufacture of other fabricated metal products n.e.c.,F1.0218,ISIC-2599,ISIC-259,4,Class,C,25,259,2599,Yes,5,24,24,5,,11,40,NACE-25.91;  NACE-25.92;  NACE-25.93;  NACE-25.94;  NACE-25.99,NAICS-322220;  NAICS-323111;  NAICS-331222;  NAICS-331318;  NAICS-331420;  NAICS-331491;  NAICS-332119;  NAICS-332215;  NAICS-332322;  NAICS-332323;  NAICS-332431;  NAICS-332439;  NAICS-332613;  NAICS-332618;  NAICS-332721;  NAICS-332722;  NAICS-332999;  NAICS-333992;  NAICS-333999;  NAICS-337920;  NAICS-339910;  NAICS-339950;  NAICS-339993;  NAICS-339999,ANZSIC-2110;  ANZSIC-2121;  ANZSIC-2142;  ANZSIC-2149;  ANZSIC-2239;  ANZSIC-2240;  ANZSIC-2291;  ANZSIC-2292;  ANZSIC-2299;  ANZSIC-2591;  ANZSIC-2599,
26,"Manufacture of computer, electronic and optical products",F1.0219,ISIC-26,ISIC-C,2,Division,C,26,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-26,,,
261,Manufacture of electronic components and boards,F1.0220,ISIC-261,ISIC-26,3,Group,C,26,261,0000,Yes,1,0,0,1,Yes,0,1,NACE-26.1,,,
2610,Manufacture of electronic components and boards,F1.0221,ISIC-2610,ISIC-261,4,Class,C,26,261,2610,Yes,2,6,6,2,,5,13,NACE-26.11;  NACE-26.12,NAICS-334412;  NAICS-334413;  NAICS-334416;  NAICS-334417;  NAICS-334418;  NAICS-334419,ANZSIC-2421;  ANZSIC-2422;  ANZSIC-2429;  ANZSIC-2431;  ANZSIC-2439,
262,Manufacture of computers and peripheral equipment,F1.0222,ISIC-262,ISIC-26,3,Group,C,26,262,0000,Yes,1,0,0,1,Yes,0,1,NACE-26.2,,,
2620,Manufacture of computers and peripheral equipment,F1.0223,ISIC-2620,ISIC-262,4,Class,C,26,262,2620,Yes,1,3,3,1,,2,6,NACE-26.20,NAICS-334111;  NAICS-334112;  NAICS-334118,ANZSIC-2411;  ANZSIC-2421,
